,Round,NoiseMultiplier,AVG_accuracy,AVG_loss,interval_accuracy,interval_loss
37,74,0.25,0.790473175,0.674863362,0.012950797,0.167491396
38,76,0.25,0.788709831,0.672489822,0.062315905,0.072022372
39,78,0.25,0.796468461,0.655503786,0.025654926,0.162015788
40,80,0.25,0.79469043,0.6618348,0.020164613,0.147857978
41,82,0.25,0.797472584,0.64807018,0.038384564,0.044717544
42,84,0.25,0.804991186,0.626058912,0.024788607,0.153809668
43,86,0.25,0.807939863,0.619607568,0.011447209,0.13080688
44,88,0.25,0.805049968,0.624370992,0.025641425,0.152533886
45,90,0.25,0.810913002,0.607645011,0.02884114,0.17516002
46,92,0.25,0.812931037,0.603653383,0.024891105,0.152087822
47,94,0.25,0.809125197,0.612775326,0.031571933,0.041282044
48,96,0.25,0.816212773,0.588317001,0.02048066,0.133252478
49,98,0.25,0.815776849,0.589679897,0.034108945,0.041076624
50,100,0.25,0.817603838,0.585765779,0.019686367,0.120782518
0,0,0.5,0.105373237,2.601987171,0.027577086,0.18073096
1,2,0.5,0.117246279,2.32573328,0.047455363,0.151690274
2,4,0.5,0.160692599,2.288798714,0.016956495,0.052069848
3,6,0.5,0.148579545,2.246991014,0.012518838,0.182231598
4,8,0.5,0.222595024,2.196326447,0.030170119,0.199011632
5,10,0.5,0.283125985,2.150829887,0.023070435,0.04851052
6,12,0.5,0.341761366,2.100560427,0.035298998,0.047945932
7,14,0.5,0.458498234,2.034448099,0.02332549,0.059286008
8,16,0.5,0.460589731,1.974413323,0.012330067,0.067925728
9,18,0.5,0.522624403,1.895497561,0.031169403,0.081479088
10,20,0.5,0.591658491,1.815148807,0.032657679,0.09361054
11,22,0.5,0.611334264,1.728490305,0.08879593,0.10268372
12,24,0.5,0.616599739,1.633573723,0.010874414,0.10082612
13,26,0.5,0.651572299,1.537756586,0.020682023,0.11551446
14,28,0.5,0.680334055,1.440824604,0.092317875,0.11304088
15,30,0.5,0.661691809,1.374855161,0.015771153,0.116152328
16,32,0.5,0.682391262,1.286606789,0.015648374,0.134980248
17,34,0.5,0.694450426,1.21827445,0.090364258,0.091020144
18,36,0.5,0.683650088,1.160481286,0.017154652,0.126195852
19,38,0.5,0.695988441,1.095676494,0.011602324,0.109323368
20,40,0.5,0.711701596,1.048109043,0.012801739,0.11053548
21,42,0.5,0.727498043,0.971297848,0.086901715,0.097590536
22,44,0.5,0.703786254,0.995721602,0.014219931,0.113334288
23,46,0.5,0.716918099,0.946720922,0.013549888,0.14737038
24,48,0.5,0.725186121,0.914864957,0.066626792,0.072825144
25,50,0.5,0.744886363,0.845625734,0.056629971,0.081081908
26,52,0.5,0.741384208,0.858262002,0.011793639,0.148713524
27,54,0.5,0.762950611,0.792926741,0.040324376,0.065219888
28,56,0.5,0.748026073,0.802811861,0.010487372,0.094580604
29,58,0.5,0.758894992,0.784018028,0.021582055,0.046254028
30,60,0.5,0.766854429,0.758593619,0.071619998,0.0918991
31,62,0.5,0.770410454,0.737517667,0.045964846,0.051136652
32,64,0.5,0.774279976,0.728102601,0.025554991,0.040748452
33,66,0.5,0.766942596,0.747522581,0.080328367,0.104498584
34,68,0.5,0.783174968,0.698209465,0.029303136,0.188282858
35,70,0.5,0.782675374,0.700574005,0.042358039,0.051305132
36,72,0.5,0.79028703,0.675132692,0.037799924,0.045485352
37,74,0.5,0.790718067,0.6729128,0.020902972,0.161518324
38,76,0.5,0.790321314,0.668511891,0.038313572,0.0463336
39,78,0.5,0.792740977,0.664537454,0.036238764,0.04385936
40,80,0.5,0.799975502,0.643027425,0.042285903,0.047364876
41,82,0.5,0.802336407,0.636770201,0.015299557,0.179322276
42,84,0.5,0.796022737,0.65282644,0.019352296,0.104943646
43,86,0.5,0.801415563,0.635302019,0.049731215,0.056976664
44,88,0.5,0.808929265,0.616298771,0.008991055,0.14979586
45,90,0.5,0.80630877,0.624265933,0.026111188,0.15021529
46,92,0.5,0.808463943,0.612989843,0.012853329,0.135353864
47,94,0.5,0.815639699,0.59161582,0.012344402,0.15658778
48,96,0.5,0.817613637,0.588815522,0.034787665,0.044589276
49,98,0.5,0.81440537,0.596767056,0.024896087,0.164732644
50,100,0.5,0.817559767,0.587184167,0.011388257,0.134681412
0,0,0.75,0.097947687,2.669412899,0.00346393,0.132815282
1,2,0.75,0.110462381,2.32990346,0.058450333,0.185235892
2,4,0.75,0.118108346,2.30189805,0.073893604,0.156979572
3,6,0.75,0.190639696,2.248884392,0.013273882,0.124505656
4,8,0.75,0.20293397,2.204954004,0.03074146,0.122591062
5,10,0.75,0.339047801,2.156997919,0.019606222,0.067820764
6,12,0.75,0.342608732,2.110012484,0.023622852,0.146557074
7,14,0.75,0.479829544,2.04104104,0.087654798,0.13574238
8,16,0.75,0.490811127,1.978085589,0.014852195,0.175264616
9,18,0.75,0.540551531,1.89933579,0.020598121,0.048610768
10,20,0.75,0.581896544,1.816215682,0.085154516,0.05838834
11,22,0.75,0.598261178,1.722230887,0.014167766,0.06694424
12,24,0.75,0.638925338,1.624682879,0.015880222,0.067611288
13,26,0.75,0.66982758,1.524920654,0.07908808,0.06863242
14,28,0.75,0.667491174,1.423968983,0.010457263,0.076777568
15,30,0.75,0.664792311,1.343394494,0.057464779,0.056666384
16,32,0.75,0.677693963,1.269139028,0.010802228,0.099433504
17,34,0.75,0.692403007,1.193603539,0.072533329,0.059451876
18,36,0.75,0.695625997,1.128657198,0.082147372,0.070714192
19,38,0.75,0.709350514,1.071515799,0.047057778,0.191551212
20,40,0.75,0.711182404,1.023392689,0.071629297,0.068365832
21,42,0.75,0.718167126,0.978171349,0.084973304,0.074086028
22,44,0.75,0.729388714,0.932899404,0.010804877,0.092096412
23,46,0.75,0.743343461,0.884684587,0.023312775,0.195417722
24,48,0.75,0.74184953,0.866965246,0.023393264,0.19588739
25,50,0.75,0.752404988,0.823432195,0.042850506,0.052406236
26,52,0.75,0.752708662,0.817449164,0.057530795,0.071687376
27,54,0.75,0.759943175,0.788124371,0.022973497,0.150187748
28,56,0.75,0.761907327,0.776576591,0.026636619,0.14878673
29,58,0.75,0.768147528,0.750912893,0.030357132,0.190428774
30,60,0.75,0.761721206,0.764078045,0.081819652,0.074529036
31,62,0.75,0.773089731,0.728825152,0.028546574,0.163452628
32,64,0.75,0.769803107,0.737430859,0.078001385,0.091151584
33,66,0.75,0.774426925,0.727010071,0.04332281,0.052235352
34,68,0.75,0.779085028,0.707179749,0.043742074,0.051284128
35,70,0.75,0.781681037,0.69955399,0.060365315,0.071954996
36,72,0.75,0.790061724,0.677297533,0.032513621,0.040737632
37,74,0.75,0.788171041,0.678147209,0.050661964,0.053576492
38,76,0.75,0.794460213,0.659114587,0.034113688,0.190047854
39,78,0.75,0.794283903,0.662742722,0.044012791,0.052430668
40,80,0.75,0.793980217,0.659303844,0.02740881,0.141913338
41,82,0.75,0.802791941,0.634476388,0.019974791,0.123872592
42,84,0.75,0.805177319,0.62745043,0.018142959,0.110574268
43,86,0.75,0.799079156,0.642547715,0.03711435,0.045833552
44,88,0.75,0.805701411,0.621586168,0.025523508,0.150995224
45,90,0.75,0.807440257,0.617970049,0.029071977,0.16352221
46,92,0.75,0.806774092,0.618559361,0.034493907,0.042628512
47,94,0.75,0.806627154,0.616124296,0.033525077,0.172074128
48,96,0.75,0.81704545,0.589898658,0.021330469,0.119794006
49,98,0.75,0.812206113,0.601807225,0.035499399,0.041522304
50,100,0.75,0.814513123,0.596555793,0.015064726,0.10462069
0,0,1,0.097707681,2.677056503,0.036343632,0.111716142
1,2,1,0.122423592,2.322039843,0.095250056,0.146311852
2,4,1,0.115580916,2.295223665,0.07811679,0.136105572
3,6,1,0.180931625,2.270838022,0.018022509,0.19576351
4,8,1,0.232719442,2.205907154,0.021192142,0.132739396
5,10,1,0.25171434,2.162847996,0.026471828,0.139980926
6,12,1,0.322893816,2.105756187,0.010285656,0.11214181
7,14,1,0.405627936,2.044907284,0.014967452,0.15866088
8,16,1,0.467912424,1.974763846,0.012014262,0.188428822
9,18,1,0.462671441,1.896565032,0.017585068,0.053485984
10,20,1,0.540296835,1.807364249,0.027217146,0.059419984
11,22,1,0.560829741,1.726590466,0.018083746,0.064202824
12,24,1,0.620381069,1.624879146,0.012269803,0.053954392
13,26,1,0.623844051,1.530820036,0.048839651,0.058357492
14,28,1,0.637289393,1.435699296,0.012478308,0.057659712
15,30,1,0.672046447,1.344516945,0.073755761,0.046923664
16,32,1,0.660271358,1.282657623,0.072832159,0.066253348
17,34,1,0.65843457,1.233730674,0.079724891,0.051731328
18,36,1,0.689424968,1.132852626,0.010678285,0.056353136
19,38,1,0.69877547,1.087338877,0.051775541,0.067855416
20,40,1,0.699960816,1.060630274,0.077691442,0.09876192
21,42,1,0.71766752,0.985568297,0.054376204,0.055354856
22,44,1,0.71644789,0.95656302,0.061765516,0.053131828
23,46,1,0.719421053,0.932502699,0.072288139,0.083881908
24,48,1,0.733047605,0.893215501,0.017352794,0.192006268
25,50,1,0.743828356,0.842695427,0.070190415,0.078495128
26,52,1,0.729927516,0.869448972,0.051322619,0.066535908
27,54,1,0.74892242,0.82011627,0.026074519,0.168363556
28,56,1,0.742329562,0.828508937,0.013377188,0.148583768
29,58,1,0.764704156,0.764541757,0.02580255,0.19896633
30,60,1,0.750097954,0.797136128,0.062699431,0.066587052
31,62,1,0.759845221,0.764532459,0.060779035,0.05966948
32,64,1,0.775039184,0.723681283,0.029535242,0.18347342
33,66,1,0.769411242,0.73610462,0.066455172,0.074712352
34,68,1,0.783081913,0.697236133,0.032876619,0.158718968
35,70,1,0.784561133,0.689363348,0.026757429,0.165543794
36,72,1,0.781827974,0.695808077,0.026517868,0.121470328
37,74,1,0.788670647,0.679403579,0.056831796,0.0680145
38,76,1,0.779711986,0.698595119,0.023036877,0.167657132
39,78,1,0.794563091,0.659763992,0.020790628,0.195510952
40,80,1,0.796164775,0.656742406,0.03985597,0.053400024
41,82,1,0.798746073,0.644940543,0.024882657,0.136829354
42,84,1,0.80236088,0.63450309,0.020308824,0.103604708
43,86,1,0.800470221,0.642188048,0.019382521,0.135758528
44,88,1,0.800342882,0.636965227,0.046170939,0.043737
45,90,1,0.809257436,0.615606546,0.032334338,0.04159612
46,92,1,0.799098742,0.641214323,0.026967095,0.152874778
47,94,1,0.808219051,0.615220511,0.010773885,0.165416264
48,96,1,0.806367552,0.622942173,0.040125831,0.048506748
49,98,1,0.804844236,0.625058913,0.014644015,0.182860804
50,100,1,0.811123633,0.608186471,0.024894547,0.140273958
0,0,1.2,0.092207093,2.661446238,0.068056518,0.165695564
1,2,1.2,0.119612068,2.365757465,0.053826633,0.167571364
2,4,1.2,0.145625979,2.281527376,0.013900269,0.121152828
3,6,1.2,0.109086011,2.279742289,0.014168559,0.135365164
4,8,1.2,0.242804661,2.200465202,0.023065907,0.041764244
5,10,1.2,0.294327977,2.162854195,0.019352809,0.042252608
6,12,1.2,0.339841294,2.106758213,0.017892128,0.052750476
7,14,1.2,0.409002739,2.0446064,0.017338883,0.057289568
8,16,1.2,0.478938085,1.971039081,0.022978168,0.071337944
9,18,1.2,0.46939165,1.90175736,0.087104488,0.072013808
10,20,1.2,0.569019401,1.797385788,0.01217895,0.082636176
11,22,1.2,0.587162024,1.704511499,0.021549546,0.089565588
12,24,1.2,0.596796632,1.608538365,0.089587099,0.080373928
13,26,1.2,0.648922408,1.499526286,0.074484581,0.087752696
14,28,1.2,0.661020768,1.407510734,0.070062906,0.082619856
15,30,1.2,0.663920462,1.311210012,0.07370799,0.102101628
16,32,1.2,0.657998621,1.249270368,0.01084642,0.100902012
17,34,1.2,0.695459437,1.161223865,0.081751285,0.093079516
18,36,1.2,0.688391471,1.108281565,0.073141838,0.088557804
19,38,1.2,0.680642629,1.062100196,0.065298398,0.06515726
20,40,1.2,0.698809767,1.01970222,0.055959881,0.0810095
21,42,1.2,0.718813682,0.957994962,0.07705203,0.092575592
22,44,1.2,0.715747464,0.934361613,0.041783567,0.060425976
23,46,1.2,0.719602275,0.916039681,0.031286537,0.143574718
24,48,1.2,0.74565537,0.849672592,0.036345776,0.04772812
25,50,1.2,0.730583858,0.863487732,0.071418748,0.067114052
26,52,1.2,0.743485498,0.826719141,0.04459438,0.193931826
27,54,1.2,0.754849136,0.802638674,0.042441462,0.04962446
28,56,1.2,0.748212183,0.806824565,0.065194679,0.074639128
29,58,1.2,0.758997858,0.770066202,0.031457039,0.165806654
30,60,1.2,0.765189052,0.760688245,0.025262466,0.15237155
31,62,1.2,0.753835237,0.784902382,0.060690635,0.063367952
32,64,1.2,0.766653597,0.741085899,0.037601928,0.188015904
33,66,1.2,0.760168505,0.758188379,0.055519379,0.05905754
34,68,1.2,0.772012138,0.724974847,0.036202086,0.194532428
35,70,1.2,0.77201705,0.730715799,0.026244804,0.18971782
36,72,1.2,0.779765868,0.701316226,0.034895199,0.158076908
37,74,1.2,0.774289763,0.720410872,0.05658349,0.063961372
38,76,1.2,0.779197681,0.704803216,0.048050202,0.053986996
39,78,1.2,0.780735707,0.699311042,0.019060842,0.105564878
40,80,1.2,0.780667126,0.699516404,0.045468155,0.05625534
41,82,1.2,0.776841688,0.709826505,0.037277676,0.047067364
42,84,1.2,0.795714152,0.659763408,0.022304011,0.114037098
43,86,1.2,0.786133432,0.682206023,0.026745387,0.184679954
44,88,1.2,0.785070539,0.688288975,0.044510627,0.0443913
45,90,1.2,0.794572878,0.65605917,0.046660115,0.05507904
46,92,1.2,0.79340713,0.65531466,0.040066575,0.043202576
47,94,1.2,0.795263517,0.655358315,0.0284478,0.040116816
48,96,1.2,0.788602078,0.674377775,0.020751742,0.118784678
49,98,1.2,0.793877351,0.65596664,0.033060011,0.042637928
50,100,1.2,0.797110116,0.645619416,0.018234448,0.127306262
0,0,1.4,0.097835033,2.61248374,0.027049345,0.167497508
1,2,1.4,0.103144594,2.346925116,0.019387835,0.13773337
2,4,1.4,0.143495296,2.284737587,0.013693174,0.046650748
3,6,1.4,0.181078565,2.269426727,0.017369287,0.159142778
4,8,1.4,0.254163402,2.188042212,0.026517809,0.174584644
5,10,1.4,0.257347184,2.151669836,0.024884561,0.046737504
6,12,1.4,0.306632051,2.090439939,0.022267245,0.045841192
7,14,1.4,0.433277828,2.019016957,0.014877029,0.077843368
8,16,1.4,0.470875788,1.943405962,0.010258051,0.078998104
9,18,1.4,0.470111686,1.858069634,0.0164394,0.08949394
10,20,1.4,0.51408698,1.76076982,0.010865297,0.109856576
11,22,1.4,0.596326423,1.660657191,0.01513862,0.09082712
12,24,1.4,0.593803883,1.555585957,0.015560094,0.136849712
13,26,1.4,0.641575241,1.448203254,0.071142963,0.11951802
14,28,1.4,0.662392247,1.349678946,0.07692278,0.107364444
15,30,1.4,0.661055052,1.275206685,0.051107476,0.104912056
16,32,1.4,0.649245703,1.229812455,0.012650197,0.126327912
17,34,1.4,0.679540551,1.145715189,0.047101298,0.102160388
18,36,1.4,0.693603063,1.083431351,0.066207771,0.090144468
19,38,1.4,0.706176519,1.014521408,0.039692049,0.059214504
20,40,1.4,0.679246676,1.044123459,0.057073431,0.077614104
21,42,1.4,0.722257054,0.932675719,0.015399008,0.15165285
22,44,1.4,0.716874027,0.92307061,0.082698887,0.079159188
23,46,1.4,0.726787817,0.890744424,0.041808032,0.156848298
24,48,1.4,0.740047014,0.850703895,0.035208004,0.157834212
25,50,1.4,0.736001182,0.856458378,0.053798529,0.051970116
26,52,1.4,0.732582295,0.857739437,0.010361587,0.104341912
27,54,1.4,0.739586616,0.83122257,0.041045318,0.048280152
28,56,1.4,0.748202407,0.808736932,0.055717495,0.04532274
29,58,1.4,0.740595615,0.821927762,0.065171418,0.082217832
30,60,1.4,0.759472954,0.766991544,0.064374222,0.058246624
31,62,1.4,0.762000394,0.756269944,0.039225505,0.04113448
32,64,1.4,0.751768219,0.783694422,0.078973359,0.101790392
33,66,1.4,0.763092673,0.755909538,0.016378425,0.175481344
34,68,1.4,0.763298392,0.749121892,0.029183301,0.143993972
35,70,1.4,0.762926137,0.752855587,0.060765013,0.071036472
36,72,1.4,0.76296041,0.743194294,0.051951018,0.059706976
37,74,1.4,0.759277034,0.753531229,0.055577396,0.057756312
38,76,1.4,0.761726093,0.753407478,0.054269593,0.054921028
39,78,1.4,0.755980599,0.769081342,0.088905505,0.105288692
40,80,1.4,0.762896764,0.746002972,0.025306766,0.155288294
41,82,1.4,0.764689445,0.746239996,0.030377867,0.115093816
42,84,1.4,0.754809964,0.767944849,0.011136223,0.12873184
43,86,1.4,0.767177701,0.734168017,0.023737522,0.121271744
44,88,1.4,0.769161427,0.733137321,0.013988156,0.17675068
45,90,1.4,0.772800756,0.723833466,0.040421636,0.050207008
46,92,1.4,0.764909863,0.746358097,0.043928058,0.051782068
47,94,1.4,0.771424377,0.730888808,0.045340226,0.053397024
48,96,1.4,0.775582886,0.721925747,0.029409749,0.153854364
49,98,1.4,0.781343067,0.710985458,0.038682673,0.06493194
50,100,1.4,0.777600896,0.71552186,0.039112393,0.04658792
0,0,1.6,0.106313673,2.536994457,0.072346295,0.07801684
1,2,1.6,0.112348157,2.330337286,0.034204516,0.108724416
2,4,1.6,0.155490792,2.254712915,0.057400532,0.1440803
3,6,1.6,0.177992755,2.245084667,0.018386844,0.186975326
4,8,1.6,0.276885769,2.167596912,0.02411532,0.05790966
5,10,1.6,0.244602275,2.126509571,0.013536087,0.058798644
6,12,1.6,0.390017635,2.051473331,0.025911504,0.082027508
7,14,1.6,0.419616967,1.982492518,0.018181916,0.0889228
8,16,1.6,0.44918201,1.902971745,0.021329296,0.0959242
9,18,1.6,0.533228838,1.806013513,0.081323278,0.123857076
10,20,1.6,0.547418696,1.709937477,0.020616563,0.147838292
11,22,1.6,0.571140265,1.611466146,0.011193516,0.137017268
12,24,1.6,0.610021544,1.523493862,0.014864935,0.1073291
13,26,1.6,0.638969445,1.421582508,0.079506403,0.124353704
14,28,1.6,0.63023119,1.370909667,0.095340245,0.064941012
15,30,1.6,0.650450623,1.285677218,0.063824705,0.074893384
16,32,1.6,0.662646949,1.217609882,0.011700638,0.05691462
17,34,1.6,0.671213746,1.14412508,0.049732616,0.075407336
18,36,1.6,0.678301334,1.099689364,0.08277824,0.065191008
19,38,1.6,0.697021949,1.036209202,0.010614434,0.077017864
20,40,1.6,0.678967476,1.033439624,0.013219153,0.118378788
21,42,1.6,0.709056616,0.96426841,0.062137231,0.04413172
22,44,1.6,0.707979035,0.947348344,0.041326195,0.040998428
23,46,1.6,0.706201017,0.931097591,0.073401987,0.058889992
24,48,1.6,0.714733541,0.905606306,0.024686831,0.102583486
25,50,1.6,0.729104614,0.861141801,0.04354779,0.050934492
26,52,1.6,0.708351278,0.903490973,0.081678479,0.071868688
27,54,1.6,0.723285663,0.861852026,0.090032004,0.070836468
28,56,1.6,0.737793899,0.832271147,0.048362429,0.053832216
29,58,1.6,0.707259023,0.900683379,0.073099744,0.076136984
30,60,1.6,0.72289871,0.872190785,0.040946026,0.058395276
31,62,1.6,0.730054867,0.843245327,0.065989017,0.053436192
32,64,1.6,0.708914578,0.89793061,0.010625275,0.13235648
33,66,1.6,0.730632818,0.844419575,0.060443848,0.070251528
34,68,1.6,0.717020965,0.880810571,0.087366584,0.083096348
35,70,1.6,0.723692214,0.87149384,0.066604586,0.107102808
36,72,1.6,0.716158891,0.890493643,0.042378683,0.058851464
37,74,1.6,0.727904582,0.855123591,0.059125717,0.078323428
38,76,1.6,0.713881266,0.903301418,0.065588593,0.088986468
39,78,1.6,0.723839152,0.865304136,0.076102634,0.083422988
40,80,1.6,0.720577013,0.889453542,0.010083573,0.11503912
41,82,1.6,0.722007251,0.882911432,0.051509218,0.079540404
42,84,1.6,0.719572878,0.87956537,0.047334216,0.069945572
43,86,1.6,0.718387544,0.878664839,0.089210238,0.099529184
44,88,1.6,0.720459437,0.89091233,0.036109039,0.045958904
45,90,1.6,0.718397343,0.891202104,0.059880847,0.053650284
46,92,1.6,0.713180852,0.920605409,0.079683721,0.111679904
47,94,1.6,0.702243352,0.979363847,0.066626196,0.098211772
48,96,1.6,0.71712873,0.909172058,0.069959104,0.088499576
49,98,1.6,0.695322299,0.981526458,0.01091964,0.130568624
50,100,1.6,0.705128312,0.96116395,0.045744438,0.060568924
