,Round,NoiseMultiplier,sparse_categorical_accuracy,loss,num_examples,num_batches
0,0.0,0.0,0.09024784713983536,2.6386499404907227,40832.0,319.0
1,2.0,0.0,0.1376861333847046,2.357806444168091,40832.0,319.0
2,4.0,0.0,0.1879163384437561,2.2637534141540527,40832.0,319.0
3,6.0,0.0,0.1923736333847046,2.2537081241607666,40832.0,319.0
4,8.0,0.0,0.2156151980161667,2.200878858566284,40832.0,319.0
5,10.0,0.0,0.24294671416282654,2.1611268520355225,40832.0,319.0
6,12.0,0.0,0.3895719051361084,2.0835180282592773,40832.0,319.0
7,14.0,0.0,0.36919572949409485,2.0359435081481934,40832.0,319.0
8,16.0,0.0,0.5830721259117126,1.951295256614685,40832.0,319.0
9,18.0,0.0,0.5641653537750244,1.8667542934417725,40832.0,319.0
10,20.0,0.0,0.542711615562439,1.7722971439361572,40832.0,319.0
11,22.0,0.0,0.6147873997688293,1.682877779006958,40832.0,319.0
12,24.0,0.0,0.6274245977401733,1.5916348695755005,40832.0,319.0
13,26.0,0.0,0.6623971462249756,1.5070666074752808,40832.0,319.0
14,28.0,0.0,0.6682748794555664,1.4172627925872803,40832.0,319.0
15,30.0,0.0,0.5349480509757996,1.5246635675430298,40832.0,319.0
16,32.0,0.0,0.6995983719825745,1.2646572589874268,40832.0,319.0
17,34.0,0.0,0.6610256433486938,1.240689754486084,40832.0,319.0
18,36.0,0.0,0.6529437899589539,1.2181318998336792,40832.0,319.0
19,38.0,0.0,0.665409505367279,1.145080804824829,40832.0,319.0
20,40.0,0.0,0.5818475484848022,1.2764230966567993,40832.0,319.0
21,42.0,0.0,0.703467845916748,1.045043706893921,40832.0,319.0
22,44.0,0.0,0.6054075360298157,1.2205114364624023,40832.0,319.0
23,46.0,0.0,0.7410119771957397,0.911281406879425,40832.0,319.0
24,48.0,0.0,0.7093945741653442,0.9678248167037964,40832.0,319.0
25,50.0,0.0,0.7307993769645691,0.9023067355155945,40832.0,319.0
26,52.0,0.0,0.7219092845916748,0.8805992603302002,40832.0,319.0
27,54.0,0.0,0.7331994771957397,0.859931230545044,40832.0,319.0
28,56.0,0.0,0.7118191719055176,0.8836900591850281,40832.0,319.0
29,58.0,0.0,0.7115742564201355,0.8953946232795715,40832.0,319.0
30,60.0,0.0,0.7486040592193604,0.8223928809165955,40832.0,319.0
31,62.0,0.0,0.7711108922958374,0.7525269389152527,40832.0,319.0
32,64.0,0.0,0.7655515074729919,0.7613475918769836,40832.0,319.0
33,66.0,0.0,0.7692496180534363,0.73750901222229,40832.0,319.0
34,68.0,0.0,0.7970954179763794,0.66874098777771,40832.0,319.0
35,70.0,0.0,0.7633963823318481,0.7451199293136597,40832.0,319.0
36,72.0,0.0,0.7729721665382385,0.7179381251335144,40832.0,319.0
37,74.0,0.0,0.7759355306625366,0.7200313210487366,40832.0,319.0
38,76.0,0.0,0.7824255228042603,0.6942748427391052,40832.0,319.0
39,78.0,0.0,0.775053858757019,0.6997393369674683,40832.0,319.0
40,80.0,0.0,0.7771845459938049,0.697650671005249,40832.0,319.0
41,82.0,0.0,0.76824551820755,0.7348505854606628,40832.0,319.0
42,84.0,0.0,0.7981240153312683,0.6341769695281982,40832.0,319.0
43,86.0,0.0,0.76273512840271,0.7274553179740906,40832.0,319.0
44,88.0,0.0,0.7906543612480164,0.6732870936393738,40832.0,319.0
45,90.0,0.0,0.797805666923523,0.6415278315544128,40832.0,319.0
46,92.0,0.0,0.7494122385978699,0.757110059261322,40832.0,319.0
47,94.0,0.0,0.7871767282485962,0.679185152053833,40832.0,319.0
48,96.0,0.0,0.8124265074729919,0.5992971658706665,40832.0,319.0
49,98.0,0.0,0.7632248997688293,0.7211278676986694,40832.0,319.0
50,100.0,0.0,0.7948912382125854,0.653751015663147,40832.0,319.0
0,0.0,0.25,0.09761951118707657,2.3519861698150635,40832.0,319.0
1,2.0,0.25,0.1776057928800583,2.2797176837921143,40832.0,319.0
2,4.0,0.25,0.2417956441640854,2.2318575382232666,40832.0,319.0
3,6.0,0.25,0.24654681980609894,2.198981285095215,40832.0,319.0
4,8.0,0.25,0.23829349875450134,2.1424005031585693,40832.0,319.0
5,10.0,0.25,0.2919524013996124,2.0789060592651367,40832.0,319.0
6,12.0,0.25,0.38107365369796753,2.0266990661621094,40832.0,319.0
7,14.0,0.25,0.477884978055954,1.9277489185333252,40832.0,319.0
8,16.0,0.25,0.43818575143814087,1.8622949123382568,40832.0,319.0
9,18.0,0.25,0.5529241561889648,1.7483030557632446,40832.0,319.0
10,20.0,0.25,0.49546924233436584,1.7194157838821411,40832.0,319.0
11,22.0,0.25,0.6420944333076477,1.5701590776443481,40832.0,319.0
12,24.0,0.25,0.5862069129943848,1.4895647764205933,40832.0,319.0
13,26.0,0.25,0.6523070335388184,1.3810890913009644,40832.0,319.0
14,28.0,0.25,0.6447394490242004,1.35244619846344,40832.0,319.0
15,30.0,0.25,0.6751567125320435,1.250495433807373,40832.0,319.0
16,32.0,0.25,0.6697688102722168,1.158591389656067,40832.0,319.0
17,34.0,0.25,0.6943573951721191,1.1176977157592773,40832.0,319.0
18,36.0,0.25,0.7148804664611816,1.0603997707366943,40832.0,319.0
19,38.0,0.25,0.687842845916748,1.012115716934204,40832.0,319.0
20,40.0,0.25,0.6874510049819946,1.019508957862854,40832.0,319.0
21,42.0,0.25,0.6953614950180054,0.987113356590271,40832.0,319.0
22,44.0,0.25,0.6977126002311707,0.9397527575492859,40832.0,319.0
23,46.0,0.25,0.7207581996917725,0.8952048420906067,40832.0,319.0
24,48.0,0.25,0.7119660973548889,0.8839600086212158,40832.0,319.0
25,50.0,0.25,0.7431671023368835,0.831937313079834,40832.0,319.0
26,52.0,0.25,0.7263420820236206,0.854081392288208,40832.0,319.0
27,54.0,0.25,0.7593554258346558,0.7846707701683044,40832.0,319.0
28,56.0,0.25,0.7433875203132629,0.8023306131362915,40832.0,319.0
29,58.0,0.25,0.6995248794555664,0.9647597670555115,40832.0,319.0
30,60.0,0.25,0.7662127614021301,0.7366807460784912,40832.0,319.0
31,62.0,0.25,0.7511755228042603,0.798222005367279,40832.0,319.0
32,64.0,0.25,0.7443426847457886,0.8172996640205383,40832.0,319.0
33,66.0,0.25,0.775813102722168,0.7155491709709167,40832.0,319.0
34,68.0,0.25,0.7677801847457886,0.7402527928352356,40832.0,319.0
