,Round,NoiseMultiplier,sparse_categorical_accuracy,loss,num_examples,num_batches
0,0.0,0.0,0.08728448301553726,2.5215487480163574,40832.0,319.0
1,2.0,0.0,0.11662421375513077,2.3267335891723633,40832.0,319.0
2,4.0,0.0,0.11434659361839294,2.340731143951416,40832.0,319.0
3,6.0,0.0,0.11108934134244919,2.2726266384124756,40832.0,319.0
4,8.0,0.0,0.12784090638160706,2.238927125930786,40832.0,319.0
5,10.0,0.0,0.21299470961093903,2.1985397338867188,40832.0,319.0
6,12.0,0.0,0.3209002614021301,2.165161609649658,40832.0,319.0
7,14.0,0.0,0.40174373984336853,2.115652084350586,40832.0,319.0
8,16.0,0.0,0.23150959610939026,2.1052730083465576,40832.0,319.0
9,18.0,0.0,0.4043642282485962,2.038675546646118,40832.0,319.0
10,20.0,0.0,0.4825137257575989,1.9666520357131958,40832.0,319.0
11,22.0,0.0,0.22301135957241058,2.041522741317749,40832.0,319.0
12,24.0,0.0,0.47159090638160706,1.8397718667984009,40832.0,319.0
13,26.0,0.0,0.27921727299690247,1.9635534286499023,40832.0,319.0
14,28.0,0.0,0.3175450563430786,1.9153550863265991,40832.0,319.0
15,30.0,0.0,0.4012294411659241,1.6901254653930664,40832.0,319.0
16,32.0,0.0,0.5052164793014526,1.5804262161254883,40832.0,319.0
17,34.0,0.0,0.559855043888092,1.4825403690338135,40832.0,319.0
18,36.0,0.0,0.42557308077812195,1.5235381126403809,40832.0,319.0
19,38.0,0.0,0.6203222870826721,1.3152015209197998,40832.0,319.0
20,40.0,0.0,0.5761168003082275,1.3166850805282593,40832.0,319.0
21,42.0,0.0,0.4596884846687317,1.4858710765838623,40832.0,319.0
22,44.0,0.0,0.6733934283256531,1.087697148323059,40832.0,319.0
23,46.0,0.0,0.4573618769645691,1.693116545677185,40832.0,319.0
24,48.0,0.0,0.6781445741653442,1.1271225214004517,40832.0,319.0
25,50.0,0.0,0.5795944333076477,1.242270588874817,40832.0,319.0
26,52.0,0.0,0.6269592642784119,1.1977254152297974,40832.0,319.0
27,54.0,0.0,0.2730701267719269,2.0573642253875732,40832.0,319.0
28,56.0,0.0,0.6719484925270081,1.0147207975387573,40832.0,319.0
29,58.0,0.0,0.5792760848999023,1.3232917785644531,40832.0,319.0
30,60.0,0.0,0.436177521944046,1.7203830480575562,40832.0,319.0
31,62.0,0.0,0.6650665998458862,1.058543086051941,40832.0,319.0
32,64.0,0.0,0.5143024921417236,1.477458119392395,40832.0,319.0
33,66.0,0.0,0.7311667203903198,0.8694059252738953,40832.0,319.0
34,68.0,0.0,0.5669082999229431,1.2823641300201416,40832.0,319.0
35,70.0,0.0,0.7287176847457886,0.8381877541542053,40832.0,319.0
36,72.0,0.0,0.6792466640472412,0.9828112125396729,40832.0,319.0
37,74.0,0.0,0.64554762840271,1.0715885162353516,40832.0,319.0
38,76.0,0.0,0.7117701768875122,0.8947420716285706,40832.0,319.0
39,78.0,0.0,0.6389596462249756,1.0800076723098755,40832.0,319.0
40,80.0,0.0,0.5504016280174255,1.345388650894165,40832.0,319.0
41,82.0,0.0,0.6947981715202332,0.927699863910675,40832.0,319.0
42,84.0,0.0,0.5734472870826721,1.258133053779602,40832.0,319.0
43,86.0,0.0,0.7231582999229431,0.8437302112579346,40832.0,319.0
44,88.0,0.0,0.6899490356445312,0.8960192203521729,40832.0,319.0
45,90.0,0.0,0.6201018691062927,1.14873468875885,40832.0,319.0
46,92.0,0.0,0.6700382232666016,1.044028401374817,40832.0,319.0
47,94.0,0.0,0.6541683077812195,1.0476601123809814,40832.0,319.0
48,96.0,0.0,0.696659505367279,0.9580906629562378,40832.0,319.0
49,98.0,0.0,0.63570237159729,1.1441054344177246,40832.0,319.0
50,100.0,0.0,0.7217378616333008,0.8386935591697693,40832.0,319.0
0,0.0,0.25,0.09375,2.486463785171509,40832.0,319.0
1,2.0,0.25,0.09573373943567276,2.327310800552368,40832.0,319.0
2,4.0,0.25,0.14263322949409485,2.2977654933929443,40832.0,319.0
3,6.0,0.25,0.18047119677066803,2.284170389175415,40832.0,319.0
4,8.0,0.25,0.16969533264636993,2.2319223880767822,40832.0,319.0
5,10.0,0.25,0.15874804556369781,2.263981580734253,40832.0,319.0
6,12.0,0.25,0.2914380729198456,2.1573879718780518,40832.0,319.0
7,14.0,0.25,0.2501959204673767,2.1221048831939697,40832.0,319.0
8,16.0,0.25,0.19242261350154877,2.115131378173828,40832.0,319.0
9,18.0,0.25,0.35190537571907043,1.9351271390914917,40832.0,319.0
10,20.0,0.25,0.3513420820236206,1.875704288482666,40832.0,319.0
11,22.0,0.25,0.42366281151771545,1.7301557064056396,40832.0,319.0
12,24.0,0.25,0.4214586615562439,1.7268925905227661,40832.0,319.0
13,26.0,0.25,0.37257543206214905,1.8140591382980347,40832.0,319.0
14,28.0,0.25,0.4481044411659241,1.7567163705825806,40832.0,319.0
15,30.0,0.25,0.42324647307395935,1.5649820566177368,40832.0,319.0
16,32.0,0.25,0.39500880241394043,1.9947452545166016,40832.0,319.0
17,34.0,0.25,0.3760530948638916,1.6722105741500854,40832.0,319.0
18,36.0,0.25,0.2953321039676666,2.3616936206817627,40832.0,319.0
19,38.0,0.25,0.3114469051361084,2.1922171115875244,40832.0,319.0
20,40.0,0.25,0.3252350986003876,2.0145325660705566,40832.0,319.0
21,42.0,0.25,0.4161931872367859,1.7588491439819336,40832.0,319.0
22,44.0,0.25,0.35148903727531433,2.1023807525634766,40832.0,319.0
23,46.0,0.25,0.39412716031074524,1.9089435338974,40832.0,319.0
24,48.0,0.25,0.3895474076271057,1.9665385484695435,40832.0,319.0
25,50.0,0.25,0.3425009846687317,2.2046706676483154,40832.0,319.0
26,52.0,0.25,0.29697296023368835,2.2484214305877686,40832.0,319.0
