,Round,NoiseMultiplier,sparse_categorical_accuracy,loss,num_examples,num_batches
0,0.0,0.0,0.10072982311248779,2.54145884513855,40832.0,319.0
1,2.0,0.0,0.09218259900808334,2.3302242755889893,40832.0,319.0
2,4.0,0.0,0.15534384548664093,2.267329692840576,40832.0,319.0
3,6.0,0.0,0.10144004970788956,2.2790470123291016,40832.0,319.0
4,8.0,0.0,0.27855604887008667,2.194089412689209,40832.0,319.0
5,10.0,0.0,0.28347864747047424,2.1764748096466064,40832.0,319.0
6,12.0,0.0,0.4250832796096802,2.0993831157684326,40832.0,319.0
7,14.0,0.0,0.4043152332305908,2.0396065711975098,40832.0,319.0
8,16.0,0.0,0.39728644490242004,1.9730037450790405,40832.0,319.0
9,18.0,0.0,0.5811128616333008,1.887003779411316,40832.0,319.0
10,20.0,0.0,0.5735697746276855,1.827199101448059,40832.0,319.0
11,22.0,0.0,0.6208855509757996,1.7179077863693237,40832.0,319.0
12,24.0,0.0,0.5913254022598267,1.642284631729126,40832.0,319.0
13,26.0,0.0,0.6576215028762817,1.5442545413970947,40832.0,319.0
14,28.0,0.0,0.6099627614021301,1.4938935041427612,40832.0,319.0
15,30.0,0.0,0.6610011458396912,1.375882625579834,40832.0,319.0
16,32.0,0.0,0.6867163181304932,1.2999708652496338,40832.0,319.0
17,34.0,0.0,0.6631073951721191,1.2614065408706665,40832.0,319.0
18,36.0,0.0,0.6985207796096802,1.1626240015029907,40832.0,319.0
19,38.0,0.0,0.7232072949409485,1.0777688026428223,40832.0,319.0
20,40.0,0.0,0.7189704179763794,1.0484989881515503,40832.0,319.0
21,42.0,0.0,0.7118436694145203,1.0047900676727295,40832.0,319.0
22,44.0,0.0,0.7445141077041626,0.9279756546020508,40832.0,319.0
23,46.0,0.0,0.7075577974319458,0.9980300664901733,40832.0,319.0
24,48.0,0.0,0.7401058077812195,0.8905786871910095,40832.0,319.0
25,50.0,0.0,0.7186765074729919,0.9218737483024597,40832.0,319.0
26,52.0,0.0,0.7553634643554688,0.8286446332931519,40832.0,319.0
27,54.0,0.0,0.7557553052902222,0.8100817203521729,40832.0,319.0
28,56.0,0.0,0.7610452771186829,0.7821535468101501,40832.0,319.0
29,58.0,0.0,0.7396894693374634,0.8336967825889587,40832.0,319.0
30,60.0,0.0,0.7741232514381409,0.7421983480453491,40832.0,319.0
31,62.0,0.0,0.77862948179245,0.7256805300712585,40832.0,319.0
32,64.0,0.0,0.7723599076271057,0.7326582670211792,40832.0,319.0
33,66.0,0.0,0.7649637460708618,0.7644201517105103,40832.0,319.0
34,68.0,0.0,0.7730701565742493,0.7251641154289246,40832.0,319.0
35,70.0,0.0,0.7704741358757019,0.7188035845756531,40832.0,319.0
36,72.0,0.0,0.7862950563430786,0.6912801861763,40832.0,319.0
37,74.0,0.0,0.792883038520813,0.6644635796546936,40832.0,319.0
38,76.0,0.0,0.797977089881897,0.6484629511833191,40832.0,319.0
39,78.0,0.0,0.799079179763794,0.6500816345214844,40832.0,319.0
40,80.0,0.0,0.7764988541603088,0.7202694416046143,40832.0,319.0
41,82.0,0.0,0.8147531151771545,0.599323034286499,40832.0,319.0
42,84.0,0.0,0.7905809283256531,0.6660901308059692,40832.0,319.0
43,86.0,0.0,0.7914626002311707,0.6580564379692078,40832.0,319.0
44,88.0,0.0,0.8050548434257507,0.6269777417182922,40832.0,319.0
45,90.0,0.0,0.8170062899589539,0.5918921828269958,40832.0,319.0
46,92.0,0.0,0.8171042203903198,0.5912547707557678,40832.0,319.0
47,94.0,0.0,0.8110795617103577,0.606839656829834,40832.0,319.0
48,96.0,0.0,0.8107856512069702,0.6042372584342957,40832.0,319.0
49,98.0,0.0,0.8142143487930298,0.5923346877098083,40832.0,319.0
50,100.0,0.0,0.8055201768875122,0.6239722371101379,40832.0,319.0
0,0.0,0.25,0.09022335708141327,2.5809154510498047,40832.0,319.0
1,2.0,0.25,0.11334247887134552,2.355572462081909,40832.0,319.0
2,4.0,0.25,0.15384991466999054,2.2601449489593506,40832.0,319.0
3,6.0,0.25,0.0922560766339302,2.299002170562744,40832.0,319.0
4,8.0,0.25,0.2489713877439499,2.194384813308716,40832.0,319.0
