,Round,NoiseMultiplier,AVG_accuracy,AVG_loss,interval_accuracy,interval_loss
33,66,0.5,0.764836407,0.747928226,0.04316214,0.086092481
34,68,0.5,0.75868926,0.753858209,0.028210278,0.086562674
35,70,0.5,0.770322287,0.728764236,0.021830046,0.076385667
36,72,0.5,0.762921238,0.744297981,0.056971292,0.076557383
37,74,0.5,0.7731534,0.722960353,0.032718872,0.078128709
38,76,0.5,0.774275076,0.712758243,0.023100241,0.136881103
39,78,0.5,0.768779385,0.723633361,0.094040424,0.096923541
40,80,0.5,0.778237653,0.705743515,0.038987728,0.09148576
41,82,0.5,0.779168296,0.698965073,0.063615585,0.076444502
42,84,0.5,0.778673577,0.697820055,0.025491939,0.165763342
43,86,0.5,0.785682797,0.677805352,0.04936662,0.069195113
44,88,0.5,0.787176716,0.667749631,0.044730852,0.088743713
45,90,0.5,0.789753139,0.662639117,0.049310924,0.070311307
46,92,0.5,0.78212676,0.690324962,0.047578284,0.081433617
47,94,0.5,0.790296817,0.662934196,0.041960769,0.09685539
48,96,0.5,0.79647336,0.642157197,0.017631095,0.069250517
49,98,0.5,0.79369123,0.657033157,0.035177819,0.060598686
50,100,0.5,0.796698678,0.648633695,0.029821859,0.097676722
0,0,0.75,0.098657915,2.560149765,0.063399789,0.214398011
1,2,0.75,0.125607367,2.329633045,0.079892791,0.091843177
2,4,0.75,0.165272334,2.276812029,0.022881873,0.087729417
3,6,0.75,0.168803878,2.260187578,0.034720353,0.090467228
4,8,0.75,0.236045262,2.182314968,0.04289548,0.031259035
5,10,0.75,0.282445136,2.132070541,0.022920166,0.039302926
6,12,0.75,0.344254506,2.07207489,0.092227558,0.047700169
7,14,0.75,0.403237659,1.98730638,0.06950653,0.088884937
8,16,0.75,0.435070527,1.909139395,0.03106952,0.041784167
9,18,0.75,0.513504124,1.815299582,0.032649351,0.085274902
10,20,0.75,0.512353063,1.735741997,0.037549998,0.084307255
11,22,0.75,0.562333465,1.63523953,0.091777219,0.072388667
12,24,0.75,0.55020082,1.563167334,0.061250558,0.098668333
13,26,0.75,0.56894592,1.499926281,0.047359234,0.089363376
14,28,0.75,0.627537227,1.365397096,0.028434567,0.090345475
15,30,0.75,0.609615004,1.340491676,0.066535812,0.216475166
16,32,0.75,0.656842673,1.212440133,0.029415756,0.098286034
17,34,0.75,0.66215713,1.176528764,0.023938827,0.0996546
18,36,0.75,0.679496479,1.080148625,0.020937089,0.073387676
19,38,0.75,0.692001367,1.046017587,0.024460798,0.099868224
20,40,0.75,0.675426137,1.039658451,0.085312506,0.089788811
21,42,0.75,0.688450229,0.995537329,0.060107578,0.062114126
22,44,0.75,0.694205511,0.972406995,0.076118,0.091934947
23,46,0.75,0.710041142,0.935356069,0.071526201,0.08129668
24,48,0.75,0.691629124,0.96626004,0.027554013,0.167259337
25,50,0.75,0.700999224,0.932521832,0.032570154,0.146159089
26,52,0.75,0.724235892,0.874279988,0.053244045,0.069486678
27,54,0.75,0.70959053,0.915171278,0.07446234,0.088866522
28,56,0.75,0.710212564,0.891787922,0.042093193,0.09566852
29,58,0.75,0.713959646,0.897201538,0.092534388,0.10363585
30,60,0.75,0.722521544,0.856722486,0.097426923,0.10875744
31,62,0.75,0.725533891,0.858437467,0.075662846,0.098407537
32,64,0.75,0.690762138,0.957151377,0.023158376,0.186384277
33,66,0.75,0.744249618,0.801902854,0.047757876,0.066426176
34,68,0.75,0.724774683,0.86345818,0.083082063,0.096274253
35,70,0.75,0.716570342,0.881891155,0.091599722,0.108219688
36,72,0.75,0.734095824,0.828862429,0.090279688,0.089832138
37,74,0.75,0.707048392,0.897601759,0.087982704,0.093899622
38,76,0.75,0.720910072,0.887147391,0.082406626,0.142990147
39,78,0.75,0.72105701,0.878719187,0.02118508,0.140702258
40,80,0.75,0.710810149,0.911645949,0.026256986,0.175296584
41,82,0.75,0.708591294,0.934850013,0.040487818,0.337179857
42,84,0.75,0.723643219,0.884716773,0.021910789,0.136861035
43,86,0.75,0.722369707,0.868377078,0.082953044,0.110424606
44,88,0.75,0.719871664,0.885362458,0.087415113,0.119188015
45,90,0.75,0.722110093,0.87848624,0.021278992,0.171462225
46,92,0.75,0.7156299,0.889620841,0.039227128,0.283243678
47,94,0.75,0.718578565,0.892720842,0.099382201,0.129374023
48,96,0.75,0.729579735,0.866171885,0.064833701,0.081497355
49,98,0.75,0.731284285,0.853782904,0.080434656,0.101259373
50,100,0.75,0.735001969,0.851317811,0.092194392,0.1148031
0,0,1,0.098907721,2.733475971,0.042585014,0.298791672
1,2,1,0.119283894,2.357732725,0.02510008,0.0805964
2,4,1,0.16557602,2.315720892,0.03786798,0.091839605
3,6,1,0.153707877,2.286367083,0.024741953,0.063454328
4,8,1,0.220190051,2.215466356,0.038525531,0.077257213
5,10,1,0.251621276,2.168225622,0.041364569,0.092105621
6,12,1,0.333312112,2.101520634,0.039771547,0.060444761
7,14,1,0.356005096,2.025532293,0.060760925,0.098479785
8,16,1,0.356827974,1.971408081,0.041989726,0.096954826
9,18,1,0.464351487,1.848759246,0.036273999,0.086389588
10,20,1,0.492603844,1.753596425,0.040126686,0.097479464
11,22,1,0.514787424,1.660386443,0.044089353,0.094570851
12,24,1,0.54951508,1.550066161,0.066738974,0.091503829
13,26,1,0.599343646,1.445702577,0.020383312,0.09165891
14,28,1,0.612225699,1.367985201,0.040061559,0.093143349
15,30,1,0.608135784,1.296656919,0.030274917,0.091228706
16,32,1,0.623290563,1.233018327,0.061732987,0.062528183
17,34,1,0.61778506,1.212786269,0.095659022,0.081364605
18,36,1,0.645699453,1.163492966,0.023571649,0.08982634
19,38,1,0.631886756,1.144962692,0.034397615,0.127269656
20,40,1,0.639988244,1.131255102,0.036487632,0.153273131
21,42,1,0.632450032,1.123758125,0.076855898,0.077346949
22,44,1,0.634771764,1.115917039,0.025253499,0.094629819
23,46,1,0.61624707,1.179486465,0.030357476,0.18934578
24,48,1,0.618857765,1.175243735,0.03038568,0.202058275
25,50,1,0.646889687,1.087483382,0.021244507,0.095010304
26,52,1,0.633576608,1.118317246,0.020617003,0.098101669
27,54,1,0.641878915,1.113848126,0.023397849,0.138142278
28,56,1,0.633654976,1.131478429,0.056205723,0.062333367
29,58,1,0.595861089,1.242647171,0.031851363,0.253790581
30,60,1,0.60406543,1.236901951,0.03067033,0.243782018
31,62,1,0.603987074,1.250487494,0.041777993,0.310765966
32,64,1,0.583811724,1.338746333,0.047208229,0.378907816
33,66,1,0.60951705,1.204602695,0.094662435,0.090037962
34,68,1,0.585266447,1.337692213,0.044500753,0.369734066
35,70,1,0.519083083,1.539566183,0.038404172,0.368512498
36,72,1,0.566002166,1.390284133,0.037168262,0.261547828
37,74,1,0.578389502,1.386644125,0.028756667,0.192667504
38,76,1,0.562926137,1.517462611,0.046116157,0.451354434
39,78,1,0.547384405,1.496747255,0.046231808,0.29260832
40,80,1,0.53015281,1.579603148,0.034516404,0.37635109
41,82,1,0.515860116,1.644457579,0.039260927,0.278301598
42,84,1,0.534536636,1.587520123,0.037640306,0.191957585
43,86,1,0.544112468,1.603122759,0.027482822,0.218912477
44,88,1,0.522178674,1.728474951,0.086322138,0.124289941
45,90,1,0.533645183,1.633132958,0.031362338,0.128845997
46,92,1,0.504511178,1.704458189,0.03555476,0.189201932
47,94,1,0.49863342,1.781690717,0.057026189,0.158733852
48,96,1,0.47557798,1.932439446,0.065346728,0.255386408
49,98,1,0.463141656,1.922480655,0.021941048,0.225968759
50,100,1,0.46175549,1.95087893,0.031853618,0.198209538
