Column1,Column2,Column3,AVG_accuracy,AVG_loss,interval_accuracy,interval_loss
19,38,1.87,0.725974715,1.014340746,0.071594831,0.129481599
20,40,1.87,0.712798786,0.994827569,0.068707996,0.174119734
21,42,1.87,0.723677504,0.962406623,0.076916705,0.176814986
22,44,1.87,0.739189851,0.890440929,0.076327618,0.176639556
23,46,1.87,0.724412215,0.903343201,0.070401185,0.176574314
24,48,1.87,0.748702002,0.838780653,0.055636898,0.138764476
25,50,1.87,0.75062207,0.816846836,0.030253348,0.092724739
26,52,1.87,0.747810531,0.810057032,0.045728735,0.131530401
27,54,1.87,0.750558388,0.800047612,0.02558977,0.096775047
28,56,1.87,0.769558203,0.752224171,0.02440346,0.064360455
29,58,1.87,0.765419281,0.753924477,0.039399519,0.121927562
30,60,1.87,0.768867552,0.741112959,0.047729888,0.126170685
31,62,1.87,0.775646532,0.724534333,0.030205202,0.079061597
32,64,1.87,0.777057207,0.710308444,0.026813417,0.069266656
33,66,1.87,0.775391865,0.715105975,0.046601712,0.11037122
34,68,1.87,0.780725908,0.698071575,0.018374168,0.057490315
35,70,1.87,0.785643613,0.681817567,0.027879408,0.064568554
36,72,1.87,0.790350711,0.670281935,0.018338645,0.046595158
37,74,1.87,0.787426531,0.673745883,0.021192915,0.04982094
38,76,1.87,0.791780961,0.659503853,0.021218248,0.06237582
39,78,1.87,0.797350109,0.646058583,0.021081036,0.050118664
40,80,1.87,0.791212773,0.662754333,0.04682149,0.122339226
41,82,1.87,0.797448075,0.643318486,0.01561325,0.039625799
42,84,1.87,0.803110313,0.628295648,0.013989364,0.0327231
43,86,1.87,0.804124212,0.627254856,0.023435165,0.052368586
44,88,1.87,0.806009996,0.621924841,0.035052365,0.105442122
45,90,1.87,0.803492355,0.626543915,0.035419279,0.102942813
46,92,1.87,0.812240398,0.604213285,0.013998388,0.036086406
47,94,1.87,0.809032118,0.613008082,0.027048611,0.066761261
48,96,1.87,0.808762729,0.611150956,0.025891495,0.066245094
49,98,1.87,0.817672408,0.586381423,0.024751377,0.060074824
50,100,1.87,0.816227484,0.589870751,0.012009905,0.039068828
0,0,2.38,0.102747846,2.714399242,0.020747926,0.744400102
1,2,2.38,0.118431625,2.341434669,0.069832461,0.157667533
2,4,2.38,0.124324059,2.298550797,0.08045687,0.147134295
3,6,2.38,0.160932598,2.276787424,0.127677737,0.18352712
4,8,2.38,0.284252548,2.197023106,0.338461617,0.121788114
5,10,2.38,0.286059958,2.165795994,0.247781177,0.144842637
6,12,2.38,0.298006466,2.101479101,0.380438634,0.187325752
7,14,2.38,0.408444363,2.040000129,0.283924117,0.191225475
8,16,2.38,0.497482359,1.971817017,0.046113442,0.226940549
9,18,2.38,0.549240804,1.882213044,0.127310731,0.256299471
10,20,2.38,0.547462773,1.800317764,0.210202365,0.280198547
11,22,2.38,0.608165169,1.700524473,0.112119509,0.298154726
12,24,2.38,0.647315836,1.601716685,0.070536478,0.271774891
13,26,2.38,0.659747255,1.499980211,0.037335417,0.283433246
14,28,2.38,0.671086407,1.401393676,0.070100856,0.287673595
15,30,2.38,0.683253336,1.31014812,0.017668056,0.24473543
16,32,2.38,0.702150273,1.226019955,0.079378619,0.194975768
17,34,2.38,0.682376575,1.179776239,0.049155121,0.170076535
18,36,2.38,0.692001379,1.120172,0.115617772,0.276596708
19,38,2.38,0.726768219,1.025262499,0.068042593,0.148048564
20,40,2.38,0.722986865,0.993709123,0.053782047,0.153834216
21,42,2.38,0.7221542,0.963631833,0.06830582,0.180707568
22,44,2.38,0.727547026,0.921195447,0.068987612,0.148557962
23,46,2.38,0.740615201,0.8770316,0.075661008,0.157341448
24,48,2.38,0.737436318,0.867474401,0.056626419,0.159174361
25,50,2.38,0.745082283,0.833294785,0.024448577,0.085433732
26,52,2.38,0.750994325,0.811180365,0.03707439,0.111055215
27,54,2.38,0.758669674,0.786220706,0.050749677,0.121578658
28,56,2.38,0.758654988,0.780040991,0.057722184,0.175129482
29,58,2.38,0.768260205,0.745548666,0.028551722,0.075316878
30,60,2.38,0.764444554,0.754868293,0.062742714,0.17342581
31,62,2.38,0.77520082,0.724243867,0.015024639,0.060226245
32,64,2.38,0.778267038,0.709639025,0.034858202,0.075564755
33,66,2.38,0.778884208,0.707056832,0.052191993,0.126262966
34,68,2.38,0.783557022,0.688874912,0.025659758,0.079756443
35,70,2.38,0.784521949,0.6845541,0.012046396,0.04762575
36,72,2.38,0.791276455,0.666026998,0.023876639,0.033217849
37,74,2.38,0.789170253,0.670915818,0.035361097,0.094598617
38,76,2.38,0.793221021,0.659528506,0.016793982,0.055875045
39,78,2.38,0.796566427,0.647240222,0.032016432,0.078388528
40,80,2.38,0.794058585,0.654728103,0.049481801,0.132170357
41,82,2.38,0.799079156,0.639743352,0.015536555,0.046791254
42,84,2.38,0.802997637,0.628455091,0.014141482,0.039610314
43,86,2.38,0.803982162,0.627669489,0.027198409,0.082204787
44,88,2.38,0.801660466,0.632112515,0.019117399,0.056663955
45,90,2.38,0.807170844,0.616371965,0.027121209,0.082998423
46,92,2.38,0.808209264,0.614153075,0.015455139,0.036080156
47,94,2.38,0.808772528,0.612289,0.027579778,0.074421856
48,96,2.38,0.81128037,0.603123164,0.014142538,0.044474628
49,98,2.38,0.816364622,0.589488828,0.019413006,0.072739102
50,100,2.38,0.814327013,0.592427337,0.013829117,0.049422956
0,0,3.92,0.101053095,2.646313953,0.022912225,0.3115972
1,2,3.92,0.104775666,2.341266775,0.037115647,0.120160602
2,4,3.92,0.129256465,2.293721342,0.131323698,0.13503397
3,6,3.92,0.140820923,2.266767836,0.094693169,0.103456609
4,8,3.92,0.23246963,2.197294235,0.235968187,0.117984527
5,10,3.92,0.250999218,2.151982355,0.238886045,0.12193267
6,12,3.92,0.270787618,2.103106594,0.323413567,0.138144621
7,14,3.92,0.431254905,2.02040019,0.20182085,0.190557541
8,16,3.92,0.474730605,1.958630347,0.068397984,0.223133667
9,18,3.92,0.53790164,1.866954851,0.106632843,0.246621555
10,20,3.92,0.532273698,1.785067272,0.215064119,0.281594233
11,22,3.92,0.613670647,1.685089016,0.051986268,0.284378163
12,24,3.92,0.643774486,1.5846843,0.053986869,0.290007974
13,26,3.92,0.652370703,1.49155426,0.070614334,0.269529953
14,28,3.92,0.657479417,1.397456932,0.041416069,0.268749808
15,30,3.92,0.678619719,1.316700935,0.032742246,0.195194966
16,32,3.92,0.700739622,1.223662925,0.059986051,0.153054513
17,34,3.92,0.66059463,1.208079123,0.05611253,0.115189258
18,36,3.92,0.686711419,1.130862451,0.097121847,0.242016076
19,38,3.92,0.704310346,1.07072742,0.160629069,0.246680385
20,40,3.92,0.714934361,1.000637043,0.034461891,0.139914013
21,42,3.92,0.713611865,0.979074216,0.084077191,0.178363582
22,44,3.92,0.707606781,0.964435351,0.077631865,0.158657918
23,46,3.92,0.73655957,0.886908817,0.083151886,0.15105816
24,48,3.92,0.72466203,0.900506926,0.073610583,0.157302793
25,50,3.92,0.735001969,0.85422399,0.022047146,0.06430165
26,52,3.92,0.746243131,0.825629151,0.040913899,0.112056331
27,54,3.92,0.758537424,0.791982651,0.038808934,0.082930247
28,56,3.92,0.752708662,0.795675719,0.04826767,0.149458151
29,58,3.92,0.760354638,0.766294289,0.040993571,0.097401611
30,60,3.92,0.761353838,0.760837972,0.034274738,0.089267277
31,62,3.92,0.769763911,0.742728531,0.026706078,0.069599653
32,64,3.92,0.76935246,0.734013414,0.031192186,0.044711929
33,66,3.92,0.770111692,0.732615602,0.055805428,0.134284776
34,68,3.92,0.781867182,0.702642345,0.011114269,0.028982605
35,70,3.92,0.780402637,0.701320624,0.015941641,0.055776679
36,72,3.92,0.790149891,0.669257283,0.032205804,0.074391372
37,74,3.92,0.790487838,0.668935919,0.029464292,0.066351293
38,76,3.92,0.792760587,0.665006649,0.018537457,0.057912797
39,78,3.92,0.795033312,0.659356296,0.029312265,0.083429344
40,80,3.92,0.796483159,0.652784514,0.057199073,0.137754142
41,82,3.92,0.798452187,0.64802742,0.021124209,0.082098357
42,84,3.92,0.798349345,0.645836866,0.0284119,0.075726435
43,86,3.92,0.80087676,0.639182484,0.03053166,0.071815129
44,88,3.92,0.801136351,0.638183129,0.029907557,0.094796258
45,90,3.92,0.804883432,0.626993585,0.023963697,0.055932808
46,92,3.92,0.804496491,0.628384793,0.039411417,0.093172568
47,94,3.92,0.811246073,0.609484637,0.028750559,0.072119923
48,96,3.92,0.815585816,0.59566772,0.025602019,0.072144738
49,98,3.92,0.806666338,0.616779649,0.043342289,0.106352556
50,100,3.92,0.807219827,0.614665866,0.02357761,0.064734033
