Column1,Column2,Column3,Column4,Column5,Column6
1000,68,0.668835548,0.729428634,0.132978845,0.049102198
1000,69,0.652652934,0.749928652,0.099880929,0.033281236
1000,70,0.661075228,0.745926988,0.044768316,0.044585016
1000,71,0.653239876,0.743647664,0.091954736,0.051505666
1000,72,0.655977246,0.742192772,0.162785467,0.065666304
1000,73,0.664122278,0.749455298,0.035476632,0.020812331
1000,74,0.653254762,0.75489925,0.102738486,0.062187715
1000,75,0.712036134,0.735407012,0.152003497,0.063529768
1000,76,0.691226282,0.733878822,0.145238866,0.061329251
1000,77,0.697560532,0.738504812,0.134434359,0.037766253
1000,78,0.681121136,0.740448722,0.104655735,0.022249965
1000,79,0.653441614,0.737872466,0.106799924,0.043586863
1000,80,0.67284338,0.746874478,0.100542928,0.059812506
1000,81,0.670354448,0.75385169,0.160103342,0.057831579
1000,82,0.681070672,0.75370914,0.11520359,0.05484405
1000,83,0.686920166,0.73613898,0.083033587,0.056593792
1000,84,0.651897202,0.750939684,0.102207203,0.039296868
1000,85,0.665108944,0.73639378,0.079252654,0.028858456
1000,86,0.667332996,0.748784992,0.164617072,0.041722074
1000,87,0.68790288,0.741505604,0.181201958,0.064011148
1000,88,0.655254928,0.75493713,0.106794571,0.038563922
1000,89,0.667688052,0.73960747,0.110184182,0.045396095
1000,90,0.662424966,0.751324586,0.138930745,0.082124838
1000,91,0.680663852,0.73155673,0.103522691,0.029288329
1000,92,0.658045272,0.752663524,0.054369637,0.021079109
1000,93,0.691807356,0.74018924,0.184640586,0.039922972
1000,94,0.688488468,0.742087108,0.102647908,0.043044617
1000,95,0.652671042,0.755836392,0.071192458,0.037199501
1000,96,0.695488842,0.750630386,0.152951379,0.0548203
1000,97,0.662332666,0.748574774,0.029492066,0.055819864
1000,98,0.667388226,0.742671254,0.179912028,0.069240128
1000,99,0.66449721,0.75155795,0.133925831,0.0718798
2000,0,10.9257326,0,0.67606436,0
2000,1,10.9433604,0,0.46815253,0
2000,2,10.8302762,0,0.761591476,0
2000,3,10.8860398,0,0.921984406,0
2000,4,10.8245657,0,0.58894979,0
2000,5,10.74372,0,0.813951707,0
2000,6,10.6242584,0,0.752542187,0
2000,7,10.5992824,0,0.899398637,0
2000,8,10.4799154,0,0.340082051,0
2000,9,10.3110332,0,0.815527507,0
2000,10,10.1386238,0,0.486142466,0
2000,11,9.68766,0.000371926,0.859657482,0.000455761
2000,12,9.3418678,0.002401174,0.652420787,0.004757112
2000,13,8.578551,0.009485863,0.480691403,0.008492537
2000,14,7.9117572,0.023933261,0.635021697,0.024969496
2000,15,7.17269122,0.038382688,0.854959971,0.029876645
2000,16,6.37777946,0.062819133,0.76887852,0.034667142
2000,17,5.5029664,0.095737416,0.431455961,0.037489026
2000,18,4.7988553,0.128875986,0.716622827,0.043434293
2000,19,4.10310536,0.157017988,0.596078708,0.028561928
2000,20,3.41094142,0.183555194,0.57961919,0.032318303
2000,21,3.0294449,0.20929042,0.519149966,0.023941905
2000,22,2.69737538,0.231053318,0.429330173,0.055401771
2000,23,2.33331014,0.253575066,0.20630099,0.033284237
2000,24,2.08301436,0.269696646,0.346246165,0.058687949
2000,25,1.91893368,0.284218,0.368232796,0.046236005
2000,26,1.75102812,0.31429808,0.336243222,0.04497527
2000,27,1.57299934,0.331900886,0.283415139,0.026650251
2000,28,1.50532546,0.349903504,0.181344671,0.055228506
2000,29,1.43544484,0.359117738,0.136165903,0.028315924
2000,30,1.37135954,0.375720292,0.270067264,0.038584816
2000,31,1.23898996,0.408153404,0.265180706,0.029930506
2000,32,1.26566726,0.403378752,0.148229952,0.044098875
2000,33,1.21093972,0.422046284,0.272720036,0.072310956
2000,34,1.11074116,0.455083548,0.103586166,0.023045669
2000,35,1.07982044,0.458595596,0.055858416,0.040745141
2000,36,1.0420249,0.468203636,0.114348739,0.037265787
2000,37,1.05472218,0.45661918,0.1231701,0.047565072
2000,38,1.02528934,0.476870742,0.067501263,0.037891274
2000,39,0.98716317,0.502458022,0.06515503,0.026558754
2000,40,1.019237512,0.4889258,0.115910083,0.028357062
2000,41,0.979091656,0.498701872,0.086929407,0.02162769
2000,42,0.972350214,0.510575954,0.086852008,0.027578753
2000,43,0.943851126,0.5278981,0.159213076,0.044521573
2000,44,0.948948988,0.526228878,0.153600794,0.053208018
2000,45,0.9732253,0.521633358,0.160644822,0.054062348
2000,46,0.940558408,0.54883477,0.126502925,0.02843139
2000,47,0.943697502,0.520473828,0.107700035,0.031298913
2000,48,0.910621052,0.544621412,0.216736262,0.05814122
2000,49,0.935164806,0.53697046,0.106848388,0.063664939
2000,50,0.91013837,0.561321558,0.109795946,0.033511957
2000,51,0.893715802,0.55721846,0.105133069,0.028113065
2000,52,0.873845926,0.573678682,0.086441857,0.058722762
2000,53,0.877214788,0.569975072,0.074037704,0.036819575
2000,54,0.906585008,0.563701936,0.157150677,0.048753439
2000,55,0.872307522,0.576227948,0.121695083,0.043512401
2000,56,0.895736572,0.575791162,0.126058182,0.04277435
2000,57,0.861007192,0.594119384,0.132502197,0.049393601
2000,58,0.867589434,0.579945946,0.143245215,0.046895947
2000,59,0.855699002,0.584347036,0.188898432,0.066420757
2000,60,0.867034896,0.583686916,0.172321665,0.022584113
2000,61,0.855169968,0.591836936,0.138822842,0.069200454
2000,62,0.87137294,0.592535302,0.139393308,0.024694923
2000,63,0.845855218,0.59787876,0.192457258,0.069780191
2000,64,0.872599564,0.588115626,0.178107128,0.039368976
2000,65,0.870933276,0.59842699,0.159493109,0.037816731
2000,66,0.85808888,0.603063274,0.126764807,0.032644469
2000,67,0.857166786,0.595983268,0.138872965,0.030521513
2000,68,0.8387696,0.604756326,0.144262745,0.054374105
2000,69,0.80996383,0.60868394,0.176890555,0.058351556
2000,70,0.873569126,0.607842766,0.186010189,0.027982558
2000,71,0.82610034,0.611598844,0.162937066,0.066817289
2000,72,0.83732081,0.604220866,0.136288352,0.041042345
2000,73,0.84994462,0.615662702,0.10135138,0.047208237
2000,74,0.844529566,0.61408168,0.138702165,0.026396141
2000,75,0.85892322,0.613575548,0.060142827,0.04316797
2000,76,0.843481652,0.620490396,0.128738245,0.050630796
2000,77,0.854554286,0.610115714,0.151503348,0.01019731
2000,78,0.83794102,0.615255276,0.164494761,0.056337403
2000,79,0.851969764,0.615232844,0.161731385,0.027862959
2000,80,0.850767822,0.6247858,0.100853312,0.039390702
2000,81,0.857366672,0.621214116,0.195713134,0.026196187
2000,82,0.818176804,0.626178606,0.089719069,0.050240543
2000,83,0.840685502,0.628909822,0.105603869,0.06502752
2000,84,0.85386818,0.61962921,0.117345379,0.034646014
2000,85,0.862094988,0.615192526,0.113278428,0.021502445
2000,86,0.841699922,0.632457368,0.140793821,0.015435939
2000,87,0.839450348,0.622036852,0.090747948,0.03830239
2000,88,0.823982052,0.625775436,0.142743928,0.038671791
2000,89,0.822512222,0.628796922,0.06762581,0.049982841
2000,90,0.814712208,0.63002908,0.060148914,0.022302541
2000,91,0.787784792,0.63355467,0.09826149,0.042166278
2000,92,0.83169957,0.630402022,0.100491451,0.058447325
2000,93,0.82184531,0.638439634,0.04848932,0.038350366
2000,94,0.840203842,0.62773612,0.126868862,0.059138923
2000,95,0.826484672,0.643126398,0.085776196,0.032189143
2000,96,0.844404692,0.63452566,0.131453966,0.016187295
2000,97,0.816821116,0.6343922,0.062647022,0.036356288
2000,98,0.841555972,0.631440554,0.194581593,0.053484895
2000,99,0.815569526,0.623525878,0.12988197,0.07230301
3000,0,10.8796388,0,0.24843867,0
3000,1,10.8941882,0,0.435314638,0
3000,2,10.861523,0,0.418126415,0
3000,3,10.9307245,0,0.768434844,0
3000,4,10.8658969,0,0.447784725,0
3000,5,10.884033,0,0.437095507,0
3000,6,10.8600287,0,0.88751272,0
3000,7,10.8818878,0,0.379362987,0
3000,8,10.6383335,0,0.385848591,0
3000,9,10.7761295,0,0.310295421,0
3000,10,10.6539809,0,0.463422032,0
3000,11,10.5366906,0,0.759230803,0
3000,12,10.3736971,0,0.430822995,0
3000,13,10.3523448,0,0.779073198,0
3000,14,10.0760027,0,0.831309977,0
3000,15,9.9762022,0,0.650133484,0
3000,16,9.6662458,0.000307422,0.791828505,0.00105756
3000,17,9.354693,0.001781484,1.172170862,0.003852665
3000,18,9.0917444,0.003659959,0.835812456,0.009694815
3000,19,8.502594,0.009326398,0.890523488,0.01399701
3000,20,8.063661,0.015833213,1.367461631,0.023169927
3000,21,7.566466,0.024042713,1.095416564,0.026501889
3000,22,7.14676838,0.034363208,1.142484961,0.033030378
3000,23,6.51726196,0.054194265,1.243609977,0.033263258
3000,24,5.92415122,0.078866589,1.447424015,0.075384105
3000,25,5.51098242,0.097230226,1.76350504,0.073216299
3000,26,4.93965242,0.12029082,1.249871994,0.077091244
3000,27,4.42997966,0.141093365,1.130391989,0.052643965
3000,28,3.98097826,0.161462002,1.064771779,0.068506405
3000,29,3.64663606,0.183033194,0.99157218,0.068645475
3000,30,3.32534834,0.197239802,0.933530602,0.052608865
3000,31,2.96215714,0.213090722,0.652902425,0.032562015
3000,32,2.82254884,0.226462608,0.824616113,0.066109486
3000,33,2.49052518,0.242417404,0.65220765,0.048552882
3000,34,2.27495906,0.26659817,0.288105303,0.027674924
3000,35,2.08311434,0.268101178,0.3832815,0.033637994
3000,36,2.02101808,0.284654404,0.539352204,0.080653853
3000,37,1.92692818,0.294268426,0.300144567,0.031919826
3000,38,1.80483386,0.30555834,0.391993875,0.046235748
3000,39,1.59820112,0.333348588,0.273746028,0.031496049
3000,40,1.61401582,0.321263206,0.191350944,0.057466034
3000,41,1.5276821,0.340868168,0.173496577,0.064863192
3000,42,1.48114196,0.347846436,0.091773256,0.026324746
3000,43,1.34386158,0.36895254,0.31866721,0.082149111
3000,44,1.35290486,0.3676849,0.128463825,0.028031475
3000,45,1.29102908,0.381434788,0.181471941,0.055092374
3000,46,1.23783232,0.395847824,0.175790509,0.049810521
3000,47,1.22004362,0.40118172,0.083606984,0.030549635
3000,48,1.16023812,0.407953896,0.128021812,0.033703534
3000,49,1.17566318,0.40628155,0.217683434,0.067531359
3000,50,1.1032879,0.429833436,0.08159417,0.016763589
3000,51,1.0963533,0.430366132,0.163993636,0.035358452
3000,52,1.0371919,0.446660996,0.215672927,0.045137604
3000,53,1.05314116,0.454475646,0.184336715,0.046854567
3000,54,1.0035811,0.462910266,0.135072473,0.020016536
3000,55,1.03527118,0.458389534,0.291677133,0.062163848
3000,56,0.978942744,0.474365534,0.072938561,0.048634317
3000,57,0.993736774,0.477523694,0.123821611,0.032035923
3000,58,0.978599588,0.470605682,0.122828091,0.050331361
3000,59,0.953167366,0.487106768,0.112715229,0.031132892
3000,60,0.950185702,0.47425012,0.118103795,0.050079982
3000,61,0.949512858,0.484684646,0.111139477,0.034006018
3000,62,0.921422454,0.493518292,0.113610673,0.030027044
3000,63,0.911684254,0.499381916,0.097716257,0.045239902
3000,64,0.923027032,0.493901578,0.142114432,0.043879606
3000,65,0.938330612,0.493660558,0.08407466,0.029560839
3000,66,0.889114854,0.521025104,0.083407362,0.057910083
3000,67,0.92026614,0.508099544,0.08476181,0.044556077
3000,68,0.873186988,0.506918016,0.05807869,0.029066874
3000,69,0.871196164,0.527284568,0.159941575,0.059161293
3000,70,0.857502246,0.525625158,0.149368594,0.070866721
3000,71,0.8472022,0.53306585,0.088385954,0.059899023
3000,72,0.876350256,0.52234826,0.086727463,0.032536877
3000,73,0.850804602,0.5413395,0.134709698,0.05212394
3000,74,0.872288772,0.540056594,0.09318834,0.043282502
3000,75,0.86831788,0.540717862,0.157352804,0.055325064
3000,76,0.853635468,0.542109948,0.160429546,0.077798638
3000,77,0.849038658,0.54383301,0.10960465,0.088162386
3000,78,0.83411093,0.54062425,0.050903523,0.039827764
3000,79,0.84675688,0.548099122,0.112020443,0.04535416
3000,80,0.823013208,0.56753881,0.06495503,0.069079546
3000,81,0.81530162,0.566195654,0.094235379,0.066154212
3000,82,0.831889906,0.559705408,0.122397658,0.069292377
3000,83,0.82439971,0.551299016,0.137429527,0.028132002
3000,84,0.81781984,0.563445516,0.147455561,0.068501697
3000,85,0.84087288,0.548113452,0.085337179,0.034208733
3000,86,0.844044522,0.55495378,0.113111873,0.014984691
3000,87,0.830566804,0.558559616,0.099284849,0.067223363
3000,88,0.827453694,0.571300508,0.090518736,0.042421992
3000,89,0.844775666,0.556999936,0.14996642,0.056253093
3000,90,0.788344686,0.580976088,0.084272217,0.026330763
3000,91,0.803999344,0.574909256,0.101682741,0.037616046
3000,92,0.808467162,0.579123704,0.140449203,0.056269562
3000,93,0.796160638,0.581075892,0.157675882,0.053704131
3000,94,0.795624206,0.580433254,0.185244201,0.031193478
3000,95,0.7880401,0.581611232,0.122114546,0.041986349
3000,96,0.840257244,0.56976382,0.167687,0.052956295
