0,0.0,0.0,0.008899999782443047,4.605128765106201,10000.0,79.0
1,2.0,0.0,0.008999999612569809,4.605128288269043,10000.0,79.0
2,4.0,0.0,0.008999999612569809,4.60512638092041,10000.0,79.0
3,6.0,0.0,0.009200000204145908,4.60512638092041,10000.0,79.0
4,8.0,0.0,0.009200000204145908,4.605124473571777,10000.0,79.0
5,10.0,0.0,0.009499999694526196,4.605123043060303,10000.0,79.0
6,12.0,0.0,0.009800000116229057,4.60512113571167,10000.0,79.0
7,14.0,0.0,0.009800000116229057,4.605120658874512,10000.0,79.0
8,16.0,0.0,0.009600000455975533,4.6051177978515625,10000.0,79.0
9,18.0,0.0,0.009499999694526196,4.60511589050293,10000.0,79.0
10,20.0,0.0,0.00930000003427267,4.605113506317139,10000.0,79.0
11,22.0,0.0,0.009399999864399433,4.6051106452941895,10000.0,79.0
12,24.0,0.0,0.009399999864399433,4.605109214782715,10000.0,79.0
13,26.0,0.0,0.009399999864399433,4.605106830596924,10000.0,79.0
14,28.0,0.0,0.009200000204145908,4.605104923248291,10000.0,79.0
15,30.0,0.0,0.009399999864399433,4.605103015899658,10000.0,79.0
16,32.0,0.0,0.009600000455975533,4.605101108551025,10000.0,79.0
17,34.0,0.0,0.009800000116229057,4.605098247528076,10000.0,79.0
18,36.0,0.0,0.009600000455975533,4.605096817016602,10000.0,79.0
19,38.0,0.0,0.009600000455975533,4.6050944328308105,10000.0,79.0
20,40.0,0.0,0.009700000286102295,4.605093002319336,10000.0,79.0
21,42.0,0.0,0.009800000116229057,4.605091571807861,10000.0,79.0
22,44.0,0.0,0.010099999606609344,4.605088710784912,10000.0,79.0
23,46.0,0.0,0.010099999606609344,4.605086803436279,10000.0,79.0
24,48.0,0.0,0.009999999776482582,4.605085372924805,10000.0,79.0
25,50.0,0.0,0.009800000116229057,4.605083465576172,10000.0,79.0
26,52.0,0.0,0.010200000368058681,4.605081081390381,10000.0,79.0
27,54.0,0.0,0.00989999994635582,4.605079174041748,10000.0,79.0
28,56.0,0.0,0.009999999776482582,4.60507869720459,10000.0,79.0
29,58.0,0.0,0.010099999606609344,4.605076313018799,10000.0,79.0
30,60.0,0.0,0.010200000368058681,4.605074405670166,10000.0,79.0
31,62.0,0.0,0.010200000368058681,4.605072498321533,10000.0,79.0
32,64.0,0.0,0.00989999994635582,4.605069637298584,10000.0,79.0
33,66.0,0.0,0.009800000116229057,4.605068206787109,10000.0,79.0
34,68.0,0.0,0.009700000286102295,4.605065822601318,10000.0,79.0
35,70.0,0.0,0.009800000116229057,4.605064868927002,10000.0,79.0
36,72.0,0.0,0.009600000455975533,4.6050639152526855,10000.0,79.0
37,74.0,0.0,0.009700000286102295,4.605060577392578,10000.0,79.0
38,76.0,0.0,0.00930000003427267,4.605060577392578,10000.0,79.0
39,78.0,0.0,0.00930000003427267,4.605058670043945,10000.0,79.0
40,80.0,0.0,0.009399999864399433,4.605057239532471,10000.0,79.0
41,82.0,0.0,0.009499999694526196,4.605055332183838,10000.0,79.0
42,84.0,0.0,0.00930000003427267,4.60505485534668,10000.0,79.0
43,86.0,0.0,0.00930000003427267,4.605052471160889,10000.0,79.0
44,88.0,0.0,0.009499999694526196,4.605051040649414,10000.0,79.0
45,90.0,0.0,0.009700000286102295,4.605049133300781,10000.0,79.0
46,92.0,0.0,0.009399999864399433,4.605048179626465,10000.0,79.0
47,94.0,0.0,0.009800000116229057,4.605045795440674,10000.0,79.0
48,96.0,0.0,0.009700000286102295,4.605043888092041,10000.0,79.0
49,98.0,0.0,0.00989999994635582,4.605041980743408,10000.0,79.0
50,100.0,0.0,0.009700000286102295,4.605041027069092,10000.0,79.0
0,0.0,0.0,0.011099999770522118,4.605170249938965,10000.0,79.0
1,2.0,0.0,0.010999999940395355,4.605169773101807,10000.0,79.0
2,4.0,0.0,0.011099999770522118,4.605169296264648,10000.0,79.0
3,6.0,0.0,0.011099999770522118,4.605169296264648,10000.0,79.0
4,8.0,0.0,0.010999999940395355,4.60516881942749,10000.0,79.0
5,10.0,0.0,0.010900000110268593,4.605167388916016,10000.0,79.0
6,12.0,0.0,0.010999999940395355,4.605165958404541,10000.0,79.0
7,14.0,0.0,0.010999999940395355,4.605165004730225,10000.0,79.0
8,16.0,0.0,0.010900000110268593,4.605164051055908,10000.0,79.0
9,18.0,0.0,0.01080000028014183,4.605162620544434,10000.0,79.0
10,20.0,0.0,0.010700000450015068,4.605161190032959,10000.0,79.0
11,22.0,0.0,0.010900000110268593,4.605158805847168,10000.0,79.0
12,24.0,0.0,0.01080000028014183,4.605158805847168,10000.0,79.0
13,26.0,0.0,0.01080000028014183,4.605157375335693,10000.0,79.0
14,28.0,0.0,0.010900000110268593,4.605156421661377,10000.0,79.0
15,30.0,0.0,0.01080000028014183,4.6051554679870605,10000.0,79.0
16,32.0,0.0,0.010900000110268593,4.605154037475586,10000.0,79.0
17,34.0,0.0,0.01080000028014183,4.605152130126953,10000.0,79.0
18,36.0,0.0,0.010900000110268593,4.605149745941162,10000.0,79.0
19,38.0,0.0,0.010999999940395355,4.605148792266846,10000.0,79.0
20,40.0,0.0,0.01119999960064888,4.605147838592529,10000.0,79.0
21,42.0,0.0,0.01119999960064888,4.6051459312438965,10000.0,79.0
